seq,rank,name,industry,headquarters,country,ceo,founded,employees,revenue($M),profits($M),assets($M),mkt_value($M),forbes_webpage
1099,1099,GD Power Development,Utilities,Beijing,China,Yan Bing Jia,1992,"32,913","23,200",349,"59,020","7,530",gd-power-development
1100,1100,Paychex,Business Services & Supplies,"Rochester, New York",United States,John B. Gibson Jr,1971,"15,000","4,500","1,360","10,280","47,420",paychex
1101,1101,Genworth Financial,Insurance,"Richmond, Virginia",United States,Thomas J. McInerney,1871,"2,500","7,830",904,"83,200","1,950",genworth-financial
1102,1101,Monster Beverage,"Food, Drink & Tobacco","Corona, California",United States,Rodney Cyril Sacks,1985,"4,092","5,540","1,380","7,860","45,340",monster-beverage
1103,1103,China Longyuan Power,Utilities,Beijing,China,Jian Tang,1993,"8,053","5,720",993,"29,700","16,820",china-longyuan-power
1104,1104,Ovintiv,Oil & Gas Operations,"Denver, Colorado",United States,Brendan M. McCracken,1881,"1,713","10,540","1,420","14,050","13,010",ovintiv
1105,1105,BDO Unibank,Banking,Makati City,Philippines,Nestor V. Tan,1967,"38,756","4,280",904,"69,480","11,320",bdo-unibank
1106,1106,AutoNation,Retailing,"Fort Lauderdale, Florida",United States,Michael Mark Manley,1991,"22,200","26,690","1,500","9,360","6,530",autonation
1107,1106,China Aoyuan Group,Construction,Guangzhou,China,Zi Ning Guo,2007,"23,773","10,860",838,"48,930",446,china-aoyuan-group
1108,1108,Chesapeake Energy,Oil & Gas Operations,"Oklahoma City, Oklahoma",United States,Domenic J. Dell’Osso Jr.,1989,"1,300","7,320","6,330","11,010","11,080",chesapeake-energy
1109,1109,J.B. Hunt Transport Services,Transportation and Logistics,"Lowell, Arkansas",United States,John N. Roberts,1961,"33,045","13,040",857,"7,030","17,760",jb-hunt-transport-services
1110,1110,Mediobanca,Banking,Milan,Italy,Alberto Nicola Nagel,1946,"4,576","3,680","1,090","101,320","8,460",mediobanca
1111,1111,Credicorp,Banking,Lima,Peru,Gianfranco Piero Ferrari de las Casas,1995,"33,636","4,890",915,"61,350","11,700",credicorp
1112,1112,Realty Income,Diversified Financials,"San Diego, California",United States,Sumit Roy,1969,371,"2,080",350,"43,140","43,970",realty-income
1113,1113,Beijing Enterprises,Conglomerates,Hong Kong,Hong Kong,Bin Xiong,1997,"37,000","10,350","1,280","28,580","4,330",beijing-enterprises
1114,1114,Coterra Energy,Oil & Gas Operations,"Houston, Texas",United States,Thomas E. Jorden,1989,936,"3,670","1,160","20,270","23,490",coterra-energy
1115,1115,Siam Commercial Bank,Banking,Bangkok,Thailand,Arthid Nanthawithaya,1907,na,"5,430","1,090","101,370","8,340",siam-commercial-bank
1116,1116,Nongfu Spring,Food & Drink,Hangzhou,China,Shan Shan Zhong,1996,"20,000","4,600","1,110","5,160","60,710",nongfu-spring
1117,1117,Finatis,Trading Companies,Paris,France,Didier Lévêque,1971,"218,544","36,130",-582,"38,390",171,finatis
1118,1118,Greentown China Holdings,Construction,Hangzhou,China,Jia Feng Guo,1995,"10,120","15,730",504,"81,750","4,450",greentown-china-holdings
1119,1119,Meritz Financial Group,Insurance,Seoul,South Korea,Yong-Beom Kim,2007,20,"10,970",668,"68,620","3,770",meritz-financial-group
1120,1120,TBEA,Capital Goods,Changji,China,Han Jie Huang,na,"18,619","9,390","1,120","19,830","11,100",tbea
1121,1121,Rockwell Automation,Capital Goods,"Milwaukee, Wisconsin",United States,Blake Moret,1903,"24,500","7,290","1,000","10,740","30,270",rockwell-automation
1122,1122,West Fraser Timber Co.,Materials,Vancouver,Canada,Raymond W. Ferris,na,"11,000","10,490","2,930","10,430","9,230",west-fraser-timber-co
1123,1123,Helvetia Holding,Insurance,St. Gallen,Switzerland,Philipp Robert Gmür,1996,"12,128","13,770",543,"76,840","7,140",helvetia-holding
1124,1124,Chow Tai Fook Jewellery,Consumer Durables,Hong Kong,Hong Kong,Siu Kee Wong,1929,"27,900","11,550",950,"10,180","16,650",chow-tai-fook-jewellery
1125,1125,Givaudan,"Construction, Oil & Gas Operations, Mining and Chemicals",Vernier,Switzerland,Gilles Andrier,1895,"16,800","7,310",898,"12,530","36,930",givaudan
1126,1126,Polyus,Materials,Moscow,Russia,Alexey Vostokov,2006,"20,000","4,960","2,260","7,930","23,380",polyus
1127,1127,Lululemon Athletica,"Clothing, Shoes, Sports Equipment","Sumner, Washington",United States,Calvin McDonald,1998,"16,530","6,260",975,"4,940","46,520",lululemon-athletica
1128,1128,Bath & Body Works,Retail and Wholesale,"Columbus, Ohio",United States,Gina Boswell,1990,"56,900","11,050","1,330","6,030","12,740",bath-body-works
1129,1128,Jabil Circuit,Technology Hardware & Equipment,"St. Petersburg, Florida",United States,Mark T. Mondello,1966,"250,000","30,740",807,"17,430","8,110",jabil-circuit
1130,1130,Innolux,Technology Hardware & Equipment,Miaoli,Taiwan,Jim Hung,2003,na,"12,530","2,060","16,900","5,520",innolux
1131,1131,Partners Group Holding,Diversified Financials,Baar,Switzerland,David Layton,1996,"1,573","3,200","1,600","5,300","31,400",partners-group-holding
1132,1132,Luzhou Lao Jiao,"Food, Drink & Tobacco",Luzhou,China,Feng Lin,1573,"3,330","2,920","1,210","6,780","45,690",luzhou-lao-jiao
1133,1132,Scor,Insurance,Paris,France,Laurent Rousseau,1855,"3,590","17,230",539,"53,880","5,240",scor
1134,1134,Dover,Business Products & Software Services,"San Francisco, California",United States,Max Kolysh,2019,"25,000","8,090","1,120","10,500","20,610",dover
1135,1135,East West Bancorp,Banking,"Pasadena, California",United States,Dominic Ng,1998,"3,100","1,910",905,"62,240","11,020",east-west-bancorp
1136,1136,J Sainsbury,Retail and Wholesale,London,United Kingdom,Simon John Roberts,1869,"171,000","40,820",389,"34,620","7,170",j-sainsbury
1137,1137,Kaisa Group Holdings,Construction,Shenzhen,China,Fan Mai,1999,"17,100","9,550",847,"49,390",751,kaisa-group-holdings
1138,1138,China Huarong Asset Management,Diversified Financials,Beijing,China,Keki M. Mistry,1999,"10,904","11,240",58,"246,090","3,890",china-huarong-asset-management
1139,1139,AU Optronics,Technology Hardware & Equipment,Hsinchu,Taiwan,Shuang Lang Peng,1996,"52,241","13,270","2,200","15,350","6,040",au-optronics
1140,1139,Ulta Beauty,Retailing,"Bolingbrook, Illinois",United States,Dave Kimbell,1990,"40,500","8,630",985,"5,340","21,230",ulta-beauty
1141,1141,Korea Investment Holdings,Diversified Financials,Seoul,South Korea,Nam-Goo Kim,1968,51,"3,060","1,540","69,010","3,510",korea-investment-holdings
1142,1142,Itaúsa,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",São Paulo,Brazil,Alfredo Egydio Setubal,1966,"97,000","1,510","2,260","15,440","18,420",itausa
1143,1143,BAIC Motor,Consumer Durables,Beijing,China,Wen Bing Huang,1958,"18,694","27,270",597,"28,380","2,480",baic-motor
1144,1144,Cellnex Telecom,Telecommunications Services,Barcelona,Spain,Tobías Martínez-Gimeno,2008,"2,877","2,990",-415,"47,530","32,980",cellnex-telecom
1145,1145,AES,Utilities,"Arlington, Virginia",United States,Andrés Ricardo Gluski Weilert,1981,"8,450","11,140",-413,"32,960","15,010",aes
1146,1145,Evraz Group,Materials,London,United Kingdom,Aleksey Ivanov,1992,"71,591","13,490","3,040","9,850","1,520",evraz-group
1147,1145,Leonardo,Aerospace & Defense,Rome,Italy,Alessandro Profumo,1948,"50,413","16,710",692,"32,270","6,260",leonardo
1148,1148,Impala Platinum Holdings,Materials,Northlands,South Africa,Nicolaas Johannes Muller,1967,"59,908","8,590","2,420","8,890","11,040",impala-platinum-holdings
1149,1149,Lotte Chemical,Chemicals,Seoul,South Korea,"Gyo-Hyeon Kim, Byung-Yeon Lim",1976,"4,644","15,820","1,180","19,240","5,410",lotte-chemical
1150,1150,Foshan Haitian Flavouring and Food,"Food, Drink & Tobacco",Foshan,China,Pang Kang,1995,"6,678","3,840","1,030","5,230","58,050",foshan-haitian-flavouring-and-food
1151,1151,Rolls-Royce Holdings,"Engineering, Manufacturing",London,United Kingdom,David Warren Arthur East,1906,"44,000","15,430",218,"38,840","9,840",rolls-royce-holdings
1152,1152,Sodexo,Business Services & Supplies,Issy-les-Moulineaux,France,Sophie Clamens Bellon,1966,"412,000","22,330",518,"22,070","11,330",sodexo
1153,1153,Altice USA,Media,"Long Island City, New York",United States,Dexter G. Goei,2001,"9,000","10,090",990,"34,050","5,130",altice-usa
1154,1153,Bank Negara Indonesia,Banking,Jakarta,Indonesia,Royke Tumilaar,1946,"27,177","4,820",762,"67,700","12,130",bank-negara-indonesia
1155,1155,DaVita,Health Care Equipment & Services,"Denver, Colorado",United States,Javier J. Rodriguez,2000,"69,000","11,620",978,"17,870","10,730",davita
1156,1156,Old Mutual,Diversified Financials,Cape Town,South Africa,Iain George Williamson,2017,"29,861","16,750",450,"65,190","3,740",old-mutual
1157,1156,Yum China Holdings,"Hotels, Restaurants & Leisure",Shanghai,China,Joey Wat,1987,"450,000","9,850",990,"13,220","17,410",yum-china-holdings
1158,1158,Penske Automotive,Retailing,"Bloomfield Hills, Michigan",United States,Roger S. Penske Sr.,1992,"25,000","25,550","1,190","14,160","7,440",penske-automotive
1159,1158,Yamaha Motor,Consumer Durables,Iwata,Japan,Yoshihiro Hidaka,1918,"51,249","16,500","1,420","15,920","7,400",yamaha-motor
1160,1160,Kingfisher,Retailing,London,United Kingdom,Thierry Garnier,1982,"82,019","18,120","1,160","16,570","6,770",kingfisher
1161,1161,Storebrand,Insurance,Lysaker,Norway,Odd Arild Grefstad,1982,"1,901","13,770",363,"87,860","4,540",storebrand
1162,1162,Darden Restaurants,Restaurants,"Orlando, Florida",United States,Rick Cardenas,1968,"180,000","9,310","1,040","10,210","16,720",darden-restaurants
1163,1163,Hess,Oil & Gas Operations,"New York, New York",United States,John B. Hess,1920,"1,545","7,720",559,"20,520","32,970",hess
1164,1164,CJ Corporation,"Food, Drink & Tobacco",Seoul,South Korea,"Hong-Gi Kim, Keun-Hee Park",1953,59,"30,110",240,"35,290","2,390",cj-corporation
1165,1165,Falabella,Retailing,Santiago,Chile,Gastón Bottazzini,1937,"103,926","15,100",857,"25,160","7,270",falabella
1166,1166,Coupang,Retailing,Seoul,South Korea,na,2010,"68,000","18,410","-1,540","8,640","24,700",coupang
1167,1167,CapitaLand Investment,Construction,Singapore,Singapore,Chee Koon Lee,2000,"10,000","1,830","1,000","27,920","15,200",capitaland-investment
1168,1167,Fastighets Balder,Construction,Gothenburg,Sweden,Kjell Erik Torne Torne,2005,"1,040","1,040","2,160","25,430","9,990",fastighets-balder
1169,1169,Welltower,Diversified Financials,"Toledo, Ohio",United States,Shankh Mitra,1970,464,"4,730",336,"34,910","43,100",welltower
1170,1170,Kajima,Construction,Tokyo,Japan,Mitsuyoshi Nakamura,1840,"18,905","18,210",941,"19,620","5,640",kajima
1171,1171,Steel Authority of India,Materials,New Delhi,India,Anirban Dasgupta,1954,"130,999","12,980","1,790","15,870","5,480",steel-authority-of-india
1172,1172,Caesars Entertainment,Travel & Leisure,"Las Vegas, Nevada",United States,Tom Reeg,1937,"49,000","9,480","-1,020","38,030","14,260",caesars-entertainment
1173,1173,New World Development,Construction,Hong Kong,Hong Kong,"Chi Kong Cheng, Kar-Shun Cheng",1970,"30,000","8,850",204,"82,050","9,960",new-world-development
1174,1174,Textron,Aerospace & Defense,"Providence, Rhode Island",United States,Scott C. Donnelly,1923,"33,000","12,380",746,"15,830","14,690",textron
1175,1175,Cemex,Construction,San Pedro Garza García,Mexico,Fernando Angel González Olivieri,1906,"46,206","14,650",800,"26,650","6,690",cemex
1176,1176,Hexagon,Conglomerates,Stockholm,Sweden,Ola Rollén,1969,"22,097","5,130",947,"16,030","36,390",hexagon
1177,1177,ZIM Integrated Shipping Services,Transportation,Haifa,Israel,Eliyahu Glickman,1945,"5,931","10,730","4,640","9,840","6,530",zim-integrated-shipping-services
1178,1178,China National Chemical,Construction,Beijing,China,Gang Wen,1953,"44,173","20,540",581,"25,210","8,520",china-national-chemical
1179,1179,Fastenal,Trading Companies,"Winona, Minnesota",United States,Daniel L. Florness,1967,"20,507","6,300",984,"4,470","32,780",fastenal
1180,1180,Chongqing Zhifei Biological Products,Drugs & Biotechnology,Chongqing,China,Ren Sheng Jiang,1995,"2,972","4,740","1,580","4,710","25,210",chongqing-zhifei-biological-products
1181,1180,Secom,Business Services & Supplies,Tokyo,Japan,Ichiro Ozeki,1962,"59,436","9,550",854,"16,250","15,210",secom
1182,1182,Angang Steel,Materials,Anshan,China,Shi Shuai Xu,1997,"30,412","21,020","1,070","15,300","4,350",angang-steel
1183,1182,STO Express,Construction,Shanghai,China,Wen Bin Wang,2001,na,"39,150","-1,410","29,450","1,920",sto-express
1184,1184,Zoom Video Communications,IT Software & Services,"San Jose, California",United States,Eric S. Yuan,2011,"6,787","4,100","1,380","7,550","29,960",zoom-video-communications
1185,1185,Magnitogorsk Iron & Steel,Materials,Magnitogorsk,Russia,Pavel Vladimirovich Shilyaev,1932,na,"11,860","3,120","9,770","6,070",magnitogorsk-iron
1186,1186,NVR,Construction,"Reston, Virginia",United States,Eugene James Bredow,na,"6,600","8,740","1,240","5,830","14,390",nvr
1187,1187,Evergy,Utilities,"Kansas City, Missouri",United States,David A. Campbell,1909,"4,930","5,590",879,"28,520","16,360",evergy
1188,1188,Alpha Dhabi Holding,Construction,Abu Dhabi,United Arab Emirates,Hamad Salem Mohamed Al-Ameri,2013,na,"5,130",866,"12,890","74,920",alpha-dhabi-holding
1189,1188,Kirin Holdings,"Food, Drink & Tobacco",Tokyo,Japan,Yoshinori Isozaki,1907,"29,515","16,580",544,"21,470","11,790",kirin-holdings
1190,1190,Bank of Changsha,Banking,Changsha,China,Xiao Zhong Zhao,1997,"7,618","5,660",941,"121,720","4,830",bank-of-changsha
1191,1190,Voestalpine,Materials,Linz,Austria,Herbert Eibensteiner,1938,"47,357","16,770","1,040","17,850","4,850",voestalpine
1192,1192,China Resources Pharmaceutical Group,Drugs & Biotechnology,Hong Kong,Hong Kong,Xiao Song Bai,1938,"62,000","30,470",484,"31,880","3,190",china-resources-pharmaceutical-group
1193,1193,Kuaishou Technology,IT Software & Services,Beijing,China,Yi Xiao Cheng,2014,"28,098","12,580","-12,050","14,520","32,250",kuaishou-technology
1194,1194,BBMG,Construction,Beijing,China,Ying Wu Jiang,2005,"46,447","18,910",454,"44,930","1,730",bbmg
1195,1195,Suning.com,Retailing,Nanjing,China,Xiao Ling Wang,1996,"45,598","28,600","-1,900","32,440","4,710",suning
1196,1196,National Bank of Greece,Banking,Athens,Greece,Paul K. Mylonas,1841,"7,346","2,650","1,020","95,480","4,000",national-bank-of-greece
1197,1197,Targa Resources,Oil & Gas Operations,"Houston, Texas",United States,Matthew J. Meloy,2005,"2,430","17,440",71,"16,410","17,390",targa-resources
1198,1198,Olympus,Technology Hardware & Equipment,Tokyo,Japan,Yasuo Takeuchi,1968,"31,653","7,710",901,"11,230","23,960",olympus
1199,1198,Umicore,Materials,Brussels,Belgium,Mathias Miedreich,1904,"11,050","28,430",731,"10,450","9,690",umicore
1200,1200,Expedia Group,Business Services & Supplies,"Seattle, Washington",United States,Peter M. Kern,1996,"14,800","8,600",12,"21,550","28,290",expedia-group
1201,1200,Hua Nan Financial,Diversified Financials,Taipei,Taiwan,Pau Chu Lo,1919,"10,782","2,540",616,"125,090","10,670",hua-nan-financial
1202,1202,Jiangsu Yanghe Brewery,"Food, Drink & Tobacco",Suqian,China,Yu Zhong,2002,"15,831","3,060","1,150","8,710","32,790",jiangsu-yanghe-brewery
1203,1202,Kerry Group,"Food, Drink & Tobacco",Tralee,Ireland,Edmond Scanlon,1972,"22,000","8,690",901,"12,960","19,390",kerry-group
1204,1204,Beiersdorf,Household & Personal Products,Hamburg,Germany,Vincent Warnery,1882,"20,567","9,020",754,"13,000","23,470",beiersdorf
1205,1205,Leidos,"IT, Internet, Software & Services","Reston, Virginia",United States,Roger Krone,1969,"39,000","13,740",753,"13,260","14,760",leidos
1206,1206,Eastman,Chemicals,"Kingsport, Tennessee",United States,Mark J. Costa,1920,"14,000","10,480",857,"15,520","13,720",eastman
1207,1207,Vistra Energy,Utilities,"Irving, Texas",United States,Curtis A. Morgan,na,"5,060","13,280","-1,270","30,450","11,180",vistra-energy
1208,1208,Tohoku Electric Power,Utilities,Sendai,Japan,Makoto Kaiwa,1951,"24,717","19,520",-171,"40,140","2,830",tohoku-electric-power
1209,1209,Banca Mediolanum,Insurance,Basiglio,Italy,Massimo Antonio Doris,1997,"3,318","6,440",842,"83,530","5,700",banca-mediolanum
1210,1210,PGE Polska Grupa Energetyczna,Utilities,Warsaw,Poland,Wojciech Dabrowski,1990,"40,141","11,990","1,080","21,650","3,940",pge-polska-grupa-energetyczna
1211,1211,TransDigm Group,Aerospace & Defense,"Cleveland, Ohio",United States,Kevin M. Stein,2003,"13,300","4,880",747,"19,240","34,610",transdigm-group
1212,1212,Experian,Business Services & Supplies,Dublin,Ireland,Brian Jude Cassin,1996,"20,600","5,940",985,"10,390","32,220",experian
1213,1212,Mirae Asset Financial Group,Diversified Financials,Seoul,South Korea,"Ung-Kee Cho, Hyun-Man Choi",1999,"3,809","3,500","1,010","91,390","3,980",mirae-asset-financial-group
1214,1214,EQT AB,Diversified Financials,Stockholm,Sweden,Christian Otto Sinding,2011,"1,160","1,800","1,070","4,430","35,060",eqt-ab
1215,1215,GAIL India,Oil & Gas Operations,New Delhi,India,Manoj Jain,1984,"18,084","10,980","1,530","12,030","9,520",gail-india
1216,1216,Inner Mongolia Baotou Steel,Materials,Baotou,China,Xiao Li,1999,"27,018","13,210",444,"23,220","14,120",inner-mongolia-baotou-steel
1217,1217,Towngas,Oil & Gas Operations,Hong Kong,Hong Kong,Wing Kin Chan,1982,"2,106","6,890",645,"21,560","21,310",towngas
1218,1218,ON Semiconductor Corp.,Semiconductors,"Phoenix, Arizona",United States,Hassane El-Khoury,1999,"30,000","6,740","1,010","9,630","22,490",on-semiconductor
1219,1218,Terna,Utilities,Rome,Italy,Stefano Antonio Donnarumma,1999,"5,000","3,080",948,"23,810","16,920",terna
1220,1220,Carnival Corporation,Travel & Leisure      ,"Miami, Florida",United States,Arnold W. Donald,1972,"120,000","3,510","-9,420","53,280","21,450",carnival-corporation
1221,1221,VICI Properties,Diversified Financials,"New York, New York",United States,Edward Baltazar Pitoniak,2016,152,"1,510","1,010","17,600","22,210",vici-properties
1222,1222,Chipotle Mexican Grill,Restaurants,"Newport Beach, California",United States,Brian R. Niccol,1993,"97,660","7,550",653,"7,640","41,490",chipotle-mexican-grill
